label,split,q1,q2,q3,q4,calibration_selected_start,calibration_selection_loss,calibration_candidate_q_dispersion,calibration_inner_selection_used,calibration_refinement_used,calibration_fit_rows,calibration_selection_rows,calibration_extra_candidate_available,calibration_selected_extra_candidate,prior_weight,capacity_cycle1,early_fade_rate,dataset,method,seed
B0006,meta_fit,-0.1830064952373504,0.1295941323041916,-0.3914085924625397,0.2281467318534851,1.0,0.0189424585551023,0.0005129468045197,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.0280110836029053,0.0078114802017807,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0007,meta_fit,-0.1218256652355194,-0.0178970396518707,-0.2860694229602813,0.3852682411670685,2.0,0.0020619444549083,0.1292147785425186,1.0,1.0,37.0,13.0,0.0,0.0,0.0,1.97080659866333,0.0030921299476176,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0025,meta_fit,-0.3579824864864349,0.6413078308105469,-0.1186630278825759,0.6584565043449402,0.0,0.0010748689528554,0.1958940923213958,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.9173766374588013,0.0063689150847494,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0028,meta_fit,-0.275471419095993,-0.170367807149887,-0.2164658606052398,0.1240967214107513,1.0,0.0004514990723691,0.2983242869377136,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.957433819770813,0.001129905343987,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0029,meta_fit,-0.4053429663181305,-0.1330115348100662,-0.1517429798841476,0.3169402778148651,3.0,0.0183352958410978,0.3624599575996399,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.0260040760040283,0.0026226043701171,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0031,meta_fit,-0.250413715839386,0.0065543898381292,-0.2685621082782745,0.183162972331047,2.0,0.0176796093583107,0.6631620526313782,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.9950385093688965,0.0042125382460653,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0033,meta_fit,0.0103542869910597,0.152529701590538,0.1704290360212326,0.1147758886218071,3.0,0.1134081855416297,0.0205146465450525,1.0,1.0,42.0,15.0,0.0,0.0,0.0,1.5728386640548706,-0.0102874832227826,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0040,meta_fit,0.3203471601009369,-0.2469647079706192,0.0656394138932228,-0.3004489243030548,2.0,0.0110779171809554,0.1950465738773346,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.2116941213607788,-0.0201821848750114,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0005,structure_validation,-0.5324161052703857,-0.2320741415023803,0.0256171580404043,1.0093584060668943,2.0,0.0080038756132125,0.5689926743507385,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.0084831714630127,0.0046883425675332,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0026,structure_validation,-0.6436480283737183,0.7838301658630371,-0.2685698270797729,0.6700040102005005,0.0,0.3152741491794586,0.8565564155578613,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.003403663635254,0.0048712361603975,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0030,structure_validation,-0.3776479065418243,0.061969619244337,0.2565642893314361,0.2910409569740295,1.0,0.0135020865127444,0.84453946352005,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.7915924787521362,0.0011099047260358,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0036,structure_validation,-0.8163914084434509,-0.4578702747821808,0.4145226180553436,1.2523964643478394,3.0,0.0045010643079876,0.7619583010673523,1.0,1.0,44.0,15.0,0.0,0.0,0.0,1.926319360733032,0.0021597677841782,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0039,structure_validation,-0.5262365937232971,-0.6676414608955383,0.4259481430053711,-0.5512498021125793,1.0,0.1551423072814941,0.7425991296768188,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.53916335105896,-0.0082304738461971,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,0
B0006,meta_fit,-0.4444673955440521,-0.1556882560253143,-0.1894708722829818,-0.4177000522613525,2.0,0.0068952972069382,0.3680189251899719,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.030115842819214,0.0078366594389081,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0007,meta_fit,-0.4249861538410187,-0.2442713528871536,-0.2314542829990387,-0.2627761960029602,2.0,0.0012574138818308,0.3224177062511444,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.025461912155152,0.0050916010513901,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0025,meta_fit,-0.7002931237220764,-0.2833099961280823,-0.2941000163555145,-0.6585835814476013,0.0,0.0013523143716156,0.4316484928131103,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.1649186611175537,0.0075212847441434,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0028,meta_fit,-0.2871563732624054,-0.2515746355056762,-0.1851650774478912,-0.2087630778551101,2.0,0.0005339663475751,0.2883991599082947,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.9360493421554563,0.0027430190239101,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0029,meta_fit,-0.2786478698253631,-0.332333892583847,-0.0597777925431728,-0.3505711853504181,0.0,0.0181938186287879,0.3148685991764068,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.8632018566131592,-1.6689300537109375e-06,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0031,meta_fit,-0.311676025390625,-0.3005257844924927,0.1223446875810623,-0.4304602742195129,3.0,0.0233073346316814,0.570187509059906,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.7640159130096436,-0.0013341506710276,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0033,meta_fit,-0.0063230376690626,-0.0455526635050773,0.1298833787441253,0.1915668398141861,0.0,0.1863685846328735,0.0124670015648007,1.0,1.0,42.0,15.0,0.0,0.0,0.0,1.5848853588104248,-0.0063262647017836,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0040,meta_fit,0.3173663318157196,0.2981531322002411,-0.2885842323303222,0.2657428085803985,2.0,0.0109941838309168,0.5305045247077942,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.605257272720337,-0.0040225852280855,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0005,structure_validation,0.0511642172932624,-0.2342135310173034,-0.5212160348892212,-0.3451091349124908,2.0,0.0073043624870479,0.433722972869873,1.0,1.0,37.0,13.0,0.0,0.0,0.0,1.9334838390350344,-0.0001357263972749,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0026,structure_validation,-0.7600425481796265,0.2502337694168091,-0.6370508074760437,-0.5966718792915344,1.0,0.3396389484405517,0.4251314401626587,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.1014046669006348,0.0090554291382431,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0030,structure_validation,-0.1649889200925827,0.1162838190793991,-0.0334790498018264,-0.3411681056022644,2.0,0.014755118638277,0.4707318544387817,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.736005425453186,-0.0007431639824062,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0036,structure_validation,-0.0345285758376121,-0.9682048559188844,0.146868497133255,0.8532121181488037,3.0,0.0956488475203514,0.6134176850318909,1.0,1.0,44.0,15.0,0.0,0.0,0.0,1.599394679069519,-0.0070688594132661,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0039,structure_validation,-0.0791128054261207,0.1965378522872924,0.165907934308052,0.3680378496646881,3.0,0.1588241904973983,0.1550588756799698,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.5034021139144895,-0.0057364571839571,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,1
B0006,meta_fit,-0.2431395500898361,-0.0488424636423587,0.1517322659492492,-0.3756731152534485,0.0,0.0118433646857738,0.1485295891761779,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.0286269187927246,0.0077863535843789,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0007,meta_fit,-0.2475315332412719,0.0688525959849357,0.1116386353969574,-0.2835768163204193,3.0,0.001074330182746,0.0354368463158607,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.0436432361602783,0.0044238567352294,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0025,meta_fit,-0.2739311754703522,0.0470742136240005,0.2410392314195633,-0.3736584782600403,2.0,0.0010850405087694,0.2544098496437073,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.093262195587158,0.0067450203932821,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0028,meta_fit,-0.3169987499713897,-0.0193590298295021,0.1304714083671569,-0.5038185715675354,3.0,0.0004980332450941,0.152821198105812,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.030454635620117,0.0056906673125922,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0029,meta_fit,-0.318906158208847,0.0115232663229107,0.181809514760971,-0.1426036208868026,1.0,0.0159756876528263,0.2497748881578445,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.000889301300049,0.0034708445891737,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0031,meta_fit,-0.2222903221845626,0.1008674651384353,0.1942212879657745,-0.2614050805568695,2.0,0.0218317918479442,0.3461710512638092,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.0843727588653564,0.0046714940108358,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0033,meta_fit,0.0463576763868331,-0.1265497803688049,-0.0973010063171386,0.1046729907393455,2.0,0.1963533759117126,0.0005757530452683,1.0,1.0,42.0,15.0,0.0,0.0,0.0,1.635708570480347,-0.003474434139207,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0040,meta_fit,0.1785035580396652,0.3108571171760559,-0.2646980583667755,0.2775055766105652,3.0,0.0094120167195796,0.0062267621979117,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.752965807914734,-0.0040038027800619,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0005,structure_validation,-0.6268062591552734,0.9346622824668884,0.1884074807167053,0.7090479135513306,1.0,0.0054155462421476,0.5835945010185242,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.163590431213379,0.0026959578972309,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0026,structure_validation,-0.6311037540435791,0.0370334237813949,0.5118849277496338,-1.249096393585205,3.0,0.3336313664913177,0.3693577349185943,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.1815099716186523,0.0068978201597929,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0030,structure_validation,-0.1150371879339218,0.5560538172721863,0.1030490323901176,-0.0886255502700805,3.0,0.0257768705487251,0.4081117212772369,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.1810269355773926,9.542041516397148e-05,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0036,structure_validation,-0.9309603571891784,0.3973529636859894,-1.0186315774917605,-0.7291122674942017,3.0,0.6501688361167908,0.7939170598983765,1.0,1.0,44.0,15.0,0.0,0.0,0.0,1.790553331375122,-0.0105279153212904,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0039,structure_validation,0.0042883842252194,-0.3422684967517853,0.3597336411476135,-0.027544917538762,0.0,0.1522973775863647,0.2995817363262176,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.7672353982925415,0.0012911292724311,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,2
B0006,meta_fit,0.3043630123138428,0.1300281137228012,-0.3462706208229065,-0.0492088496685028,1.0,0.0179984625428915,0.0001702602748991,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.014820098876953,0.0066965422593057,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0007,meta_fit,0.2545672655105591,0.1767958849668502,-0.322415679693222,-0.1419044584035873,1.0,0.0013713556108996,0.1231505051255226,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.037160634994507,0.00359304738231,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0025,meta_fit,0.3419861495494842,0.2978026866912842,-0.1949910223484039,-0.0905608236789703,3.0,0.001093276659958,0.1734848767518997,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.0791404247283936,0.0032150214537978,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0028,meta_fit,0.2437544465065002,0.2188336998224258,-0.2743948101997375,-0.0528292655944824,1.0,0.000555035250727,0.1927100419998169,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.0029406547546387,0.0042356252670288,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0029,meta_fit,0.2841003835201263,0.153587132692337,-0.3018696308135986,-0.0576925575733184,1.0,0.0152366030961275,0.1813111752271652,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.9974350929260252,0.0051634046249091,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0031,meta_fit,0.2439758330583572,0.176262080669403,-0.3100669085979461,-0.1271327883005142,3.0,0.0186545550823211,0.1574180722236633,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.0197622776031494,0.0036150482483208,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0033,meta_fit,-0.0955407321453094,0.0171917863190174,-0.0849184095859527,-0.1660129129886627,1.0,0.066236212849617,0.0005820204969495,1.0,1.0,42.0,15.0,0.0,0.0,0.0,1.5236650705337524,-0.0077149868011474,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0040,meta_fit,-0.1052242442965507,-0.1068792417645454,0.0917944908142089,0.1672537624835968,0.0,0.0090806223452091,0.0721123293042182,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.1372158527374268,-0.013744818046689,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0005,structure_validation,0.3433766961097717,-0.1112354099750518,-0.358985960483551,-0.6436737775802612,3.0,0.0052975360304117,0.157359093427658,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.0090792179107666,-0.0062919193878769,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0026,structure_validation,0.3055866062641144,0.3142514526844024,-0.2939800024032593,-0.4453809261322021,3.0,0.354652851819992,0.1751718074083328,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.2089195251464844,-0.0005110104684717,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0030,structure_validation,0.1224377825856208,0.3399216532707214,-0.2345278710126876,0.2729326784610748,0.0,0.021732211112976,0.1625241935253143,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.837065577507019,0.0016597774811089,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0036,structure_validation,0.9457035660743712,-0.1711098700761795,0.2669341266155243,-0.3011913895606994,0.0,0.0658505484461784,0.343043565750122,1.0,1.0,44.0,15.0,0.0,0.0,0.0,1.790176272392273,-0.0038963423576205,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0039,structure_validation,-0.2550711929798126,0.0315942429006099,0.3022521138191223,-0.315415471792221,1.0,0.1494492143392563,0.1202427968382835,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.1726449728012085,-0.0154163837432861,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,3
B0006,meta_fit,-0.3638486564159393,-0.0865789800882339,0.2193651050329208,-0.071730650961399,3.0,0.0185047667473554,0.1678090244531631,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.029405117034912,0.0077518355101346,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0007,meta_fit,-0.2658959627151489,-0.0821918249130249,0.2864678502082824,-0.1546025574207306,0.0,0.0025718614924699,0.0887485295534133,1.0,1.0,37.0,13.0,0.0,0.0,0.0,2.053161859512329,0.0076740714721381,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0025,meta_fit,-0.2859024405479431,0.1031174063682556,0.297075867652893,-0.3840841054916382,1.0,0.0013030893169343,0.3800365328788757,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.094219923019409,0.0035179192200303,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0028,meta_fit,-0.1242029219865799,-0.2284881919622421,0.2967923581600189,-0.2314902991056442,0.0,0.0005346711259335,0.3118375241756439,0.0,0.0,8.0,8.0,0.0,0.0,0.0,1.9906281232833865,0.0076464414596557,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
B0029,meta_fit,-0.2666978538036346,-0.0646704211831092,0.3080832064151764,-0.0664757192134857,3.0,0.0155190136283636,0.1562292873859405,0.0,0.0,12.0,12.0,0.0,0.0,0.0,2.050283193588257,0.0071121985092759,nasa_battery_capacity_reviewer_clean_inner0,prefix_q_continuity_step1,4
