dataset,prior_weight,coordinate,median_spearman,min_pair_spearman
nasa_battery_capacity_reviewer_clean_inner0,0.0,capacity_cycle1,0.6547619047619049,0.261904761904762
nasa_battery_capacity_reviewer_clean_inner0,0.0,early_fade_rate,0.6904761904761905,0.5714285714285715
nasa_battery_capacity_reviewer_clean_inner0,0.001,capacity_cycle1,0.6547619047619049,0.2380952380952381
nasa_battery_capacity_reviewer_clean_inner0,0.001,early_fade_rate,0.6904761904761905,0.5714285714285715
nasa_battery_capacity_reviewer_clean_inner0,0.01,capacity_cycle1,0.5476190476190477,0.28571428571428575
nasa_battery_capacity_reviewer_clean_inner0,0.01,early_fade_rate,0.7380952380952381,0.5714285714285715
nasa_battery_capacity_reviewer_clean_inner0,0.1,capacity_cycle1,0.6785714285714287,0.28571428571428575
nasa_battery_capacity_reviewer_clean_inner0,0.1,early_fade_rate,0.7857142857142858,0.5714285714285715
nasa_battery_capacity_reviewer_clean_inner0,1.0,capacity_cycle1,0.6309523809523812,0.28571428571428575
nasa_battery_capacity_reviewer_clean_inner0,1.0,early_fade_rate,0.7500000000000001,0.523809523809524
nasa_battery_capacity_reviewer_clean_inner1,0.0,capacity_cycle1,0.5595238095238095,0.2142857142857143
nasa_battery_capacity_reviewer_clean_inner1,0.0,early_fade_rate,-0.023809523809523815,-0.7619047619047621
nasa_battery_capacity_reviewer_clean_inner1,0.001,capacity_cycle1,0.5595238095238095,0.2142857142857143
nasa_battery_capacity_reviewer_clean_inner1,0.001,early_fade_rate,-0.023809523809523815,-0.7619047619047621
nasa_battery_capacity_reviewer_clean_inner1,0.01,capacity_cycle1,0.5357142857142858,0.2142857142857143
nasa_battery_capacity_reviewer_clean_inner1,0.01,early_fade_rate,0.1904761904761905,-0.7619047619047621
nasa_battery_capacity_reviewer_clean_inner1,0.1,capacity_cycle1,0.6428571428571429,0.261904761904762
nasa_battery_capacity_reviewer_clean_inner1,0.1,early_fade_rate,0.27380952380952384,-0.1666666666666667
nasa_battery_capacity_reviewer_clean_inner1,1.0,capacity_cycle1,0.6190476190476191,0.28571428571428575
nasa_battery_capacity_reviewer_clean_inner1,1.0,early_fade_rate,0.14285714285714288,-0.8333333333333335
nasa_battery_capacity_reviewer_clean_inner2,0.0,capacity_cycle1,0.6309523809523812,0.261904761904762
nasa_battery_capacity_reviewer_clean_inner2,0.0,early_fade_rate,0.773809523809524,0.5000000000000001
nasa_battery_capacity_reviewer_clean_inner2,0.001,capacity_cycle1,0.6309523809523812,0.261904761904762
nasa_battery_capacity_reviewer_clean_inner2,0.001,early_fade_rate,0.773809523809524,0.5000000000000001
nasa_battery_capacity_reviewer_clean_inner2,0.01,capacity_cycle1,0.6547619047619049,0.2142857142857143
nasa_battery_capacity_reviewer_clean_inner2,0.01,early_fade_rate,0.6547619047619049,0.5714285714285715
nasa_battery_capacity_reviewer_clean_inner2,0.1,capacity_cycle1,0.6547619047619049,0.2142857142857143
nasa_battery_capacity_reviewer_clean_inner2,0.1,early_fade_rate,0.6547619047619049,0.5476190476190477
nasa_battery_capacity_reviewer_clean_inner2,1.0,capacity_cycle1,0.6428571428571429,0.4285714285714286
nasa_battery_capacity_reviewer_clean_inner2,1.0,early_fade_rate,0.6547619047619049,0.30952380952380953
